Name,Coords
Shumway IL,"-88.6532,39.1834"
Freeburg IL,"-89.9169,38.4397"
Westmont IL,"-87.9742,41.7948"
East Dundee IL,"-88.2545,42.0970"
Summit IL,"-87.8146,41.7877"
Ashton IL,"-89.2224,41.8682"
Fayetteville IL,"-89.7967,38.3775"
Cerro Gordo IL,"-88.7347,39.8894"
Buffalo IL,"-89.4089,39.8499"
Garrett IL,"-88.4246,39.7973"
Albion IL,"-88.0581,38.3767"
Hampton IL,"-90.4046,41.5555"
Mount Sterling IL,"-90.7641,39.9854"
Alvan IL,"-87.6069,40.3070"
Baylis IL,"-90.9095,39.7294"
East Moline IL,"-90.3880,41.5199"
Bannockburn IL,"-87.8694,42.1932"
Nason IL,"-88.9662,38.1760"
De Pue IL,"-89.2963,41.3275"
Staunton IL,"-89.7905,39.0117"
University Park IL,"-87.7154,41.4460"
Otterville IL,"-90.3985,39.0508"
Roodhouse IL,"-90.3741,39.4840"
Dunlap IL,"-89.6719,40.8483"
Dahlgren IL,"-88.6847,38.1980"
Bryant IL,"-90.0948,40.4654"
Bardolph IL,"-90.5633,40.4962"
Momence IL,"-87.6630,41.1640"
West Salem IL,"-88.0090,38.5197"
Sherrard IL,"-90.4990,41.3108"
Bloomingdale IL,"-88.0895,41.9497"
Rock City IL,"-89.4711,42.4130"
Millstadt IL,"-90.0834,38.4579"
Carthage IL,"-91.1277,40.4143"
Farmersville IL,"-89.6525,39.4427"
Richmond IL,"-88.3088,42.4641"
Plainville IL,"-91.1817,39.7847"
South Barrington IL,"-88.1579,42.0881"
East Carondelet IL,"-90.2400,38.5386"
Lily Lake IL,"-88.4742,41.9518"
Ursa IL,"-91.3721,40.0740"
Cordova IL,"-90.3215,41.6773"
Lee IL,"-88.9417,41.7954"
La Prairie IL,"-91.0025,40.1474"
Pontoon Beach IL,"-90.0601,38.7208"
Alhambra IL,"-89.7360,38.8878"
Joppa IL,"-88.8447,37.2070"
Ramsey IL,"-89.1105,39.1443"
Manlius IL,"-89.6685,41.4553"
Okawville IL,"-89.5480,38.4344"
Litchfield IL,"-89.6288,39.1963"
Orland Park IL,"-87.8619,41.6075"
Jeffersonville IL,"-88.4040,38.4425"
Ashland IL,"-90.0079,39.8885"
De Soto IL,"-89.2269,37.8162"
Volo IL,"-88.1599,42.3298"
Mazon IL,"-88.4234,41.2417"
Lima IL,"-91.3782,40.1765"
Coleta IL,"-89.8002,41.9027"
Hudson IL,"-88.9895,40.6053"
Butler IL,"-89.5318,39.1976"
Midlothian IL,"-87.7243,41.6254"
Edgewood IL,"-88.6641,38.9222"
Bellmont IL,"-87.9106,38.3830"
Astoria IL,"-90.3566,40.2279"
Pontoosuc IL,"-91.2112,40.6284"
Oak Run IL,"-90.1304,40.9649"
Pocahontas IL,"-89.5394,38.8234"
Palmyra IL,"-89.9959,39.4345"
Maquon IL,"-90.1632,40.7980"
DeKalb IL,"-88.7482,41.9314"
Reynolds IL,"-90.6722,41.3321"
Stoy IL,"-87.8335,38.9967"
Sublette IL,"-89.2311,41.6437"
Hanover Park IL,"-88.1447,41.9818"
Bushnell IL,"-90.5047,40.5518"
Tonica IL,"-89.0702,41.2159"
Hampshire IL,"-88.5120,42.1112"
Forreston IL,"-89.5782,42.1266"
Secor IL,"-89.1349,40.7417"
Capron IL,"-88.7393,42.3986"
Mount Vernon IL,"-88.9174,38.3140"
Seaton IL,"-90.7991,41.1023"
Hoopeston IL,"-87.6636,40.4609"
Gardner IL,"-88.3147,41.1930"
Spaulding IL,"-89.5446,39.8665"
Old Ripley IL,"-89.5721,38.8927"
Western Springs IL,"-87.9006,41.8022"
Sigel IL,"-88.4945,39.2257"
Campton Hills IL,"-88.4167,41.9498"
Divernon IL,"-89.6539,39.5698"
Beecher City IL,"-88.7875,39.1866"
Martinton IL,"-87.7265,40.9153"
Naplate IL,"-88.8781,41.3322"
Gages Lake IL,"-87.9828,42.3519"
Bensenville IL,"-87.9434,41.9595"
Warren IL,"-89.9913,42.4948"
La Harpe IL,"-90.9695,40.5848"
Lake Villa IL,"-88.0836,42.4184"
Berwyn IL,"-87.7909,41.8433"
Woodson IL,"-90.2256,39.6274"
Walnut IL,"-89.5908,41.5570"
Deer Park IL,"-88.0867,42.1656"
West Brooklyn IL,"-89.1473,41.6928"
Streamwood IL,"-88.1778,42.0208"
Junction IL,"-88.2382,37.7234"
St. Libory IL,"-89.7135,38.3633"
Aroma Park IL,"-87.8011,41.0789"
Newman IL,"-87.9877,39.7970"
Harrisburg IL,"-88.5457,37.7374"
Colchester IL,"-90.7922,40.4273"
Wilsonville IL,"-89.8553,39.0694"
Dalton City IL,"-88.8065,39.7168"
Morris IL,"-88.4301,41.3748"
Latham IL,"-89.1623,39.9669"
Bentley IL,"-91.1118,40.3441"
Goreville IL,"-88.9557,37.5610"
Lexington IL,"-88.7847,40.6469"
Taylorville IL,"-89.2804,39.5328"
Park City IL,"-87.8915,42.3522"
Tuscola IL,"-88.2749,39.7968"
Morton IL,"-89.4668,40.6137"
Elmwood IL,"-89.9656,40.7804"
Shannon IL,"-89.7402,42.1524"
Waltonville IL,"-89.0381,38.2140"
Burr Ridge IL,"-87.9199,41.7485"
Potomac IL,"-87.7978,40.3068"
Timberlane IL,"-88.8694,42.3372"
Schaumburg IL,"-88.0838,42.0307"
Oblong IL,"-87.9107,39.0022"
Wadsworth IL,"-87.9199,42.4442"
St. David IL,"-90.0519,40.4920"
Galatia IL,"-88.6148,37.8414"
Chatham IL,"-89.6957,39.6729"
Vandalia IL,"-89.1117,38.9754"
Tilden IL,"-89.6840,38.2124"
Godfrey IL,"-90.2156,38.9581"
Creston IL,"-88.9742,41.9335"
Taylor Springs IL,"-89.4950,39.1310"
Carlinville IL,"-89.8762,39.2775"
Mahomet IL,"-88.3903,40.1885"
Davis IL,"-89.4156,42.4215"
Leonore IL,"-88.9823,41.1889"
Loves Park IL,"-88.9975,42.3365"
Hartsburg IL,"-89.4409,40.2506"
Hillcrest IL,"-89.0654,41.9684"
Catlin IL,"-87.7079,40.0675"
Cave-In-Rock IL,"-88.1659,37.4708"
South Elgin IL,"-88.3134,41.9906"
Palestine IL,"-87.6126,39.0016"
Cissna Park IL,"-87.8923,40.5667"
Evansville IL,"-89.9322,38.0889"
Georgetown IL,"-87.6354,39.9774"
Oakbrook Terrace IL,"-87.9685,41.8539"
Seymour IL,"-88.4271,40.1067"
Peoria IL,"-89.6155,40.7521"
Redmon IL,"-87.8616,39.6448"
Kaneville IL,"-88.5216,41.8336"
Oconee IL,"-89.1068,39.2863"
Carmi IL,"-88.1728,38.0857"
Bartelso IL,"-89.4671,38.5371"
Hutsonville IL,"-87.6608,39.1084"
Roberts IL,"-88.1843,40.6148"
Xenia IL,"-88.6375,38.6373"
Gays IL,"-88.4962,39.4581"
Thompsonville IL,"-88.7623,37.9144"
Richview IL,"-89.1804,38.3758"
Ipava IL,"-90.3234,40.3526"
Clear Lake IL,"-89.5682,39.8139"
Skokie IL,"-87.7400,42.0360"
Gurnee IL,"-87.9392,42.3708"
Keenes IL,"-88.6419,38.3386"
Parkersburg IL,"-88.0568,38.5891"
Montgomery IL,"-88.3631,41.7237"
Pulaski IL,"-89.2078,37.2163"
Carterville IL,"-89.0841,37.7630"
Grayslake IL,"-88.0338,42.3402"
Allerton IL,"-87.9353,39.9161"
Congerville IL,"-89.2051,40.6168"
Alton IL,"-90.1523,38.9033"
Claremont IL,"-87.9730,38.7177"
Pleasant Hill IL,"-90.8729,39.4434"
Germantown IL,"-89.5412,38.5552"
South Beloit IL,"-89.0247,42.4821"
Stonefort IL,"-88.7051,37.6178"
Atwood IL,"-88.4626,39.7992"
Mount Olive IL,"-89.7277,39.0726"
Sun River Terrace IL,"-87.7337,41.1254"
Round Lake IL,"-88.1058,42.3436"
New Baden IL,"-89.7072,38.5367"
Chadwick IL,"-89.8885,42.0142"
Orangeville IL,"-89.6469,42.4659"
Loami IL,"-89.8476,39.6746"
Stickney IL,"-87.7730,41.8183"
Crystal Lawns IL,"-88.1638,41.5685"
Manchester IL,"-90.3303,39.5424"
Itasca IL,"-88.0182,41.9773"
Hopedale IL,"-89.4203,40.4238"
Winthrop Harbor IL,"-87.8293,42.4805"
Gilman IL,"-87.9972,40.7632"
Germantown Hills IL,"-89.4670,40.7712"
Durand IL,"-89.3265,42.4341"
Rossville IL,"-87.6700,40.3815"
Cuba IL,"-90.1933,40.4936"
Toledo IL,"-88.2419,39.2728"
Glasford IL,"-89.8130,40.5729"
Littleton IL,"-90.6223,40.2340"
Sawyerville IL,"-89.8020,39.0785"
Neponset IL,"-89.7894,41.2968"
Westchester IL,"-87.8906,41.8492"
Keensburg IL,"-87.8683,38.3518"
Long Point IL,"-88.8931,41.0055"
Glen Carbon IL,"-89.9832,38.7579"
Braidwood IL,"-88.2234,41.2696"
Cicero IL,"-87.7593,41.8445"
Wilmington IL,"-88.1633,41.3203"
Ripley IL,"-90.6379,40.0252"
Ohio IL,"-89.4606,41.5560"
Carpentersville IL,"-88.2895,42.1227"
Ingalls Park IL,"-88.0346,41.5203"
Rock Island IL,"-90.5827,41.4699"
German Valley IL,"-89.4845,42.2143"
Benton IL,"-88.9179,38.0110"
Andover IL,"-90.2907,41.2949"
Island Lake IL,"-88.1999,42.2784"
Mechanicsburg IL,"-89.4066,39.8030"
Walnut Hill IL,"-89.0447,38.4777"
Sibley IL,"-88.3785,40.5874"
Frankfort IL,"-87.8360,41.4887"
Herrick IL,"-88.9848,39.2196"
Homewood IL,"-87.6610,41.5591"
Calhoun IL,"-88.0440,38.6511"
Park Forest IL,"-87.6868,41.4817"
Joy IL,"-90.8788,41.1969"
Pecatonica IL,"-89.3578,42.3085"
Alto Pass IL,"-89.3192,37.5737"
Avon IL,"-90.4352,40.6620"
Frankfort Square IL,"-87.8033,41.5221"
Des Plaines IL,"-87.9008,42.0344"
Beckemeyer IL,"-89.4322,38.6059"
Mount Pulaski IL,"-89.2839,40.0102"
Highland IL,"-89.6810,38.7602"
LaSalle IL,"-89.0718,41.3575"
Batavia IL,"-88.3109,41.8479"
Kildeer IL,"-88.0488,42.1831"
Williamsville IL,"-89.5507,39.9517"
Oakland IL,"-88.0273,39.6576"
Ellsworth IL,"-88.7161,40.4496"
Royal Lakes IL,"-89.9607,39.1117"
Ruma IL,"-90.0003,38.1306"
Muddy IL,"-88.5138,37.7655"
Damiansville IL,"-89.6149,38.5087"
Rochelle IL,"-89.0634,41.9194"
Keithsburg IL,"-90.9353,41.1004"
The Galena Territory IL,"-90.3159,42.3956"
Silvis IL,"-90.4101,41.4975"
Naples IL,"-90.6069,39.7534"
Liverpool IL,"-90.0026,40.3901"
Scales Mound IL,"-90.2526,42.4749"
Cypress IL,"-89.0187,37.3655"
Grand Ridge IL,"-88.8310,41.2362"
Poplar Grove IL,"-88.8353,42.3516"
Elmhurst IL,"-87.9432,41.8973"
Hamburg IL,"-90.7152,39.2328"
Harwood Heights IL,"-87.8057,41.9663"
Atlanta IL,"-89.2311,40.2637"
Homer IL,"-87.9578,40.0329"
Mason City IL,"-89.6973,40.2022"
Bay View Gardens IL,"-89.5272,40.8102"
Freeport IL,"-89.6348,42.2892"
Augusta IL,"-90.9498,40.2309"
Grayville IL,"-87.9970,38.2554"
Romeoville IL,"-88.0996,41.6319"
Kewanee IL,"-89.9264,41.2399"
Lawrenceville IL,"-87.6874,38.7263"
Crystal Lake IL,"-88.3349,42.2332"
Belle Prairie City IL,"-88.5559,38.2235"
Winnetka IL,"-87.7421,42.1064"
Ava IL,"-89.4965,37.8886"
Ransom IL,"-88.6542,41.1586"
Palos Park IL,"-87.8885,41.6682"
Caseyville IL,"-90.0342,38.6300"
North Barrington IL,"-88.1316,42.2065"
Rockwood IL,"-89.6968,37.8405"
Little York IL,"-90.7462,41.0108"
Campus IL,"-88.3072,41.0247"
Stonington IL,"-89.1921,39.6385"
Columbia IL,"-90.2156,38.4581"
Raymond IL,"-89.5751,39.3197"
Windsor IL,"-88.5953,39.4389"
Adeline IL,"-89.4919,42.1405"
Grafton IL,"-90.4259,38.9765"
Oak Park IL,"-87.7899,41.8872"
Ashley IL,"-89.1894,38.3289"
Philo IL,"-88.1564,40.0033"
Oneida IL,"-90.2247,41.0722"
Willisville IL,"-89.5898,37.9828"
Sugar Grove IL,"-88.4480,41.7758"
Fox Lake Hills IL,"-88.1271,42.4128"
North City IL,"-89.0635,37.9916"
North Utica IL,"-89.0108,41.3536"
Geneseo IL,"-90.1540,41.4507"
Carbon Cliff IL,"-90.3920,41.4983"
Shiloh IL,"-89.9160,38.5534"
Grandview IL,"-89.6181,39.8175"
St. Joseph IL,"-88.0355,40.1141"
Aledo IL,"-90.7459,41.1984"
Winchester IL,"-90.4559,39.6298"
Eldorado IL,"-88.4415,37.8113"
Gridley IL,"-88.8807,40.7438"
Ullin IL,"-89.1752,37.2777"
Enfield IL,"-88.3382,38.1019"
Riverside IL,"-87.8169,41.8310"
Rock Falls IL,"-89.6928,41.7724"
Centreville IL,"-90.1039,38.5798"
Versailles IL,"-90.6587,39.8842"
Lake Camelot IL,"-89.7509,40.6341"
Grant Park IL,"-87.6353,41.2429"
Belgium IL,"-87.6328,40.0607"
Joliet IL,"-88.1499,41.5189"
Jewett IL,"-88.2431,39.2077"
Lincoln IL,"-89.3721,40.1509"
Rosewood Heights IL,"-90.0722,38.8885"
Cutler IL,"-89.5676,38.0325"
New Milford IL,"-89.0650,42.1775"
Plattville IL,"-88.3835,41.5343"
Arenzville IL,"-90.3706,39.8805"
Millbrook IL,"-88.5454,41.6071"
White Hall IL,"-90.4019,39.4388"
Mound Station IL,"-90.8737,40.0066"
West Chicago IL,"-88.2252,41.8960"
Minier IL,"-89.3144,40.4336"
Clifton IL,"-87.9339,40.9346"
Millington IL,"-88.6023,41.5623"
Mill Shoals IL,"-88.3456,38.2496"
Camden IL,"-90.7733,40.1529"
Bedford Park IL,"-87.7915,41.7670"
Atkinson IL,"-90.0088,41.4167"
Palatine IL,"-88.0430,42.1181"
Mount Prospect IL,"-87.9375,42.0641"
Findlay IL,"-88.7546,39.5223"
Williamson IL,"-89.7644,38.9872"
Illiopolis IL,"-89.2477,39.8514"
Evergreen Park IL,"-87.7013,41.7213"
Indian Head Park IL,"-87.8977,41.7690"
Washburn IL,"-89.2916,40.9203"
Old Mill Creek IL,"-87.9786,42.4321"
Hooppole IL,"-89.9140,41.5218"
Addison IL,"-88.0085,41.9314"
Prairie du Rocher IL,"-90.0976,38.0817"
Kingston IL,"-88.7619,42.1008"
Park Ridge IL,"-87.8436,42.0125"
Dawson IL,"-89.4626,39.8533"
Erie IL,"-90.0815,41.6587"
Ina IL,"-88.9040,38.1499"
Coffeen IL,"-89.3898,39.0883"
Arcola IL,"-88.3013,39.6833"
Leland Grove IL,"-89.6839,39.7787"
New Canton IL,"-91.0982,39.6374"
Lenzburg IL,"-89.8179,38.2859"
Kirkwood IL,"-90.7485,40.8677"
Westfield IL,"-87.9967,39.4554"
Maeystown IL,"-90.2330,38.2267"
Montrose IL,"-88.3776,39.1659"
Gorham IL,"-89.4831,37.7151"
Galesburg IL,"-90.3763,40.9506"
De Witt IL,"-88.7853,40.1847"
Simpson IL,"-88.7556,37.4673"
Trenton GA,"-85.5096,34.8741"
Arnoldsville GA,"-83.2180,33.9103"
Hoschton GA,"-83.7617,34.0933"
Thomasville GA,"-83.9783,30.8394"
McRae-Helena GA,"-82.8968,32.0635"
Royston GA,"-83.1097,34.2859"
Pooler GA,"-81.2568,32.1043"
Waynesboro GA,"-82.0146,33.0909"
Gillsville GA,"-83.6381,34.3095"
Rest Haven GA,"-83.9763,34.1354"
Winder GA,"-83.7218,33.9917"
Fort Oglethorpe GA,"-85.2460,34.9318"
Walthourville GA,"-81.6216,31.7715"
Yonah GA,"-83.7411,34.6437"
Avera GA,"-82.5287,33.1934"
Maxeys GA,"-83.1737,33.7555"
Irondale GA,"-84.3600,33.4773"
Midway GA,"-81.4190,31.8003"
Lithia Springs GA,"-84.6486,33.7811"
Claxton GA,"-81.9093,32.1613"
Chamblee GA,"-84.3008,33.8842"
Turin GA,"-84.6371,33.3260"
Broxton GA,"-82.8877,31.6248"
Berlin GA,"-83.6236,31.0683"
Tunnel Hill GA,"-85.0395,34.8497"
Norwood GA,"-82.7055,33.4626"
Climax GA,"-84.4312,30.8756"
Lincolnton GA,"-82.4776,33.7931"
Mountain City GA,"-83.3854,34.9196"
Louisville GA,"-82.4000,32.9954"
Gordon GA,"-83.3349,32.8866"
Adrian GA,"-82.5920,32.5306"
Peachtree Corners GA,"-84.2319,33.9670"
Menlo GA,"-85.4776,34.4835"
Harlem GA,"-82.3127,33.4262"
Suwanee GA,"-84.0687,34.0507"
Damascus GA,"-84.7170,31.2988"
Rockingham GA,"-82.4145,31.5441"
Tignall GA,"-82.7420,33.8674"
Santa Claus GA,"-82.3298,32.1713"
Willacoochee GA,"-83.0446,31.3358"
Varnell GA,"-84.9646,34.9015"
Bartow GA,"-82.4712,32.8816"
Concord GA,"-84.4385,33.0918"
Milan GA,"-83.0631,32.0194"
Porterdale GA,"-83.8940,33.5739"
Shady Dale GA,"-83.5884,33.4007"
Gumbranch GA,"-81.6838,31.8367"
Sharon GA,"-82.7950,33.5601"
Wadley GA,"-82.4014,32.8663"
Kings Bay Base GA,"-81.5628,30.7985"
Villa Rica GA,"-84.9170,33.7305"
Cedartown GA,"-85.2480,34.0225"
Hapeville GA,"-84.4093,33.6609"
Perkins GA,"-81.9490,32.9149"
Douglasville GA,"-84.7068,33.7384"
Meigs GA,"-84.0922,31.0713"
Geneva GA,"-84.5516,32.5789"
Helen GA,"-83.7201,34.7044"
Eastman GA,"-83.1712,32.1973"
Ellijay GA,"-84.4840,34.6911"
Sycamore GA,"-83.6354,31.6710"
Millen GA,"-81.9423,32.8071"
Boston GA,"-83.7899,30.7920"
Lula GA,"-83.6655,34.3956"
Doraville GA,"-84.2711,33.9072"
Rayle GA,"-82.9031,33.7902"
Lumber City GA,"-82.6828,31.9330"
East Ellijay GA,"-84.4760,34.6759"
Pineview GA,"-83.5029,32.1084"
Fort Valley GA,"-83.8817,32.5522"
Richmond Hill GA,"-81.3126,31.9012"
Norristown GA,"-82.4981,32.5064"
Port Wentworth GA,"-81.1984,32.1942"
Pearson GA,"-82.8544,31.2970"
Sandersville GA,"-82.8089,32.9827"
Montezuma GA,"-84.0246,32.2997"
Lexington GA,"-83.1102,33.8701"
Trion GA,"-85.3108,34.5480"
Hagan GA,"-81.9305,32.1536"
Demorest GA,"-83.5424,34.5648"
Dawsonville GA,"-84.1252,34.4362"
Ailey GA,"-82.5699,32.1882"
Newnan GA,"-84.7760,33.3765"
Buford GA,"-83.9915,34.1187"
East Newnan GA,"-84.7763,33.3461"
Ila GA,"-83.2930,34.1727"
Offerman GA,"-82.1132,31.4088"
Belvedere Park GA,"-84.2598,33.7488"
Americus GA,"-84.2249,32.0736"
Doerun GA,"-83.9171,31.3218"
Junction City GA,"-84.4573,32.6032"
Commerce GA,"-83.4729,34.2127"
Oglethorpe GA,"-84.0623,32.2935"
Tennille GA,"-82.8134,32.9359"
Edge Hill GA,"-82.6250,33.1534"
Cecil GA,"-83.3906,31.0466"
Bowman GA,"-83.0309,34.2051"
Portal GA,"-81.9297,32.5383"
Barwick GA,"-83.7391,30.8933"
Rome GA,"-85.1862,34.2662"
Riverdale GA,"-84.4103,33.5639"
Newton GA,"-84.3376,31.3172"
Cusseta GA,"-84.7870,32.3470"
Soperton GA,"-82.5945,32.3782"
Pinehurst GA,"-83.7596,32.1956"
Denton GA,"-82.6967,31.7221"
Woodstock GA,"-84.5085,34.1026"
Powder Springs GA,"-84.6839,33.8660"
Alamo GA,"-82.7798,32.1469"
Vinings GA,"-84.4686,33.8608"
Flowery Branch GA,"-83.9142,34.1713"
Sautee-Nacoochee GA,"-83.6860,34.6895"
Ocilla GA,"-83.2499,31.5987"
Rhine GA,"-83.2000,31.9891"
Columbus GA,"-84.8771,32.5100"
Tallapoosa GA,"-85.2859,33.7335"
Allenhurst GA,"-81.6078,31.7839"
Stone Mountain GA,"-84.1724,33.8034"
Adel GA,"-83.4232,31.1271"
Warm Springs GA,"-84.6781,32.8870"
Blackshear GA,"-82.2453,31.2954"
Camak GA,"-82.6463,33.4526"
Tate City GA,"-83.5540,34.9789"
Nunez GA,"-82.3466,32.4920"
Flovilla GA,"-83.9030,33.2524"
Palmetto GA,"-84.6677,33.5310"
Brunswick GA,"-81.4740,31.1450"
Adairsville GA,"-84.9214,34.3702"
Danielsville GA,"-83.2201,34.1238"
Talahi Island GA,"-80.9760,32.0331"
Nicholson GA,"-83.4289,34.1172"
Bogart GA,"-83.5334,33.9474"
Sunnyside GA,"-82.3411,31.2406"
Fitzgerald GA,"-83.2515,31.7135"
Johns Creek GA,"-84.2026,34.0333"
Omega GA,"-83.5949,31.3389"
Ball Ground GA,"-84.3635,34.3426"
Crooked Creek GA,"-83.2679,33.2616"
Druid Hills GA,"-84.3273,33.7843"
Dalton GA,"-84.9712,34.7691"
Henderson GA,"-81.2656,32.0102"
Lumpkin GA,"-84.7980,32.0487"
Whigham GA,"-84.3247,30.8845"
Manchester GA,"-84.6329,32.8566"
Centralhatchee GA,"-85.1037,33.3689"
Rentz GA,"-82.9917,32.3835"
Walnut Grove GA,"-83.8502,33.7455"
Isle of Hope GA,"-81.0532,31.9848"
Berkeley Lake GA,"-84.1839,33.9805"
Sky Valley GA,"-83.3314,34.9840"
Hannahs Mill GA,"-84.3405,32.9369"
Cochran GA,"-83.3523,32.3875"
Dublin GA,"-82.9279,32.5359"
Ellenton GA,"-83.5876,31.1759"
Stillmore GA,"-82.2144,32.4410"
Franklin GA,"-85.0980,33.2792"
Talking Rock GA,"-84.4939,34.5279"
Morven GA,"-83.5003,30.9433"
Boykin GA,"-84.6848,31.1017"
Fairmount GA,"-84.6999,34.4379"
Colbert GA,"-83.2139,34.0370"
Cordele GA,"-83.7695,31.9563"
Lenox GA,"-83.4673,31.2672"
Decatur GA,"-84.2968,33.7711"
Bellville GA,"-81.9743,32.1526"
Odum GA,"-82.0269,31.6666"
Mansfield GA,"-83.7349,33.5180"
Bostwick GA,"-83.5149,33.7378"
Abbeville GA,"-83.3068,31.9925"
Cohutta GA,"-84.9593,34.9539"
Austell GA,"-84.6452,33.8202"
Elberton GA,"-82.8706,34.1064"
Richland GA,"-84.6625,32.0885"
Tybee Island GA,"-80.8527,32.0100"
Crawfordville GA,"-82.8965,33.5545"
Morganton GA,"-84.2442,34.8749"
Thomaston GA,"-84.3272,32.8908"
Coleman GA,"-84.8903,31.6717"
Springfield GA,"-81.3078,32.3641"
Leesburg GA,"-84.1687,31.7325"
Hilltop GA,"-84.4383,33.1063"
Sumner GA,"-83.7368,31.5103"
Roopville GA,"-85.1304,33.4567"
Thomson GA,"-82.4992,33.4666"
Cobbtown GA,"-82.1387,32.2806"
Gresham Park GA,"-84.3155,33.7053"
Chattahoochee Hills GA,"-84.7441,33.5695"
Hardwick GA,"-83.2440,33.0523"
Tucker GA,"-84.2021,33.8436"
Hamilton GA,"-84.8752,32.7647"
Martinez GA,"-82.0985,33.5209"
Mableton GA,"-84.5656,33.8132"
Hinesville GA,"-81.6135,31.8247"
Guyton GA,"-81.4225,32.3410"
Folkston GA,"-82.0073,30.8392"
Union Point GA,"-83.0756,33.6177"
Twin City GA,"-82.1575,32.5829"
Jackson GA,"-83.9678,33.2920"
Fargo GA,"-82.5721,30.6881"
Stonecrest GA,"-84.1373,33.6843"
Ranger GA,"-84.7112,34.5012"
Hull GA,"-83.2939,34.0155"
Brooks GA,"-84.4588,33.2925"
Toomsboro GA,"-83.0826,32.8225"
Lone Oak GA,"-84.8173,33.1724"
Macon GA,"-83.6974,32.8065"
Lyons GA,"-82.3215,32.2062"
Roswell GA,"-84.3513,34.0391"
Nahunta GA,"-81.9814,31.2065"
Grantville GA,"-84.8293,33.2371"
Flemington GA,"-81.5603,31.8508"
Ray City GA,"-83.1960,31.0729"
Plains GA,"-84.3946,32.0331"
White GA,"-84.7472,34.2824"
St. Simons GA,"-81.3857,31.1774"
Enigma GA,"-83.3291,31.4076"
Bloomingdale GA,"-81.3077,32.1250"
Manassas GA,"-82.0200,32.1603"
Aragon GA,"-85.0570,34.0459"
Alston GA,"-82.4789,32.0810"
Canton GA,"-84.4901,34.2466"
Ideal GA,"-84.1894,32.3726"
Jefferson GA,"-83.6022,34.1371"
Hahira GA,"-83.3787,30.9941"
Hoboken GA,"-82.1313,31.1813"
Sasser GA,"-84.3477,31.7199"
Baconton GA,"-84.1592,31.3804"
Ringgold GA,"-85.1217,34.9137"
Madison GA,"-83.4758,33.5790"
Phillipsburg GA,"-83.5203,31.4389"
Unadilla GA,"-83.7356,32.2583"
Midville GA,"-82.2346,32.8217"
Fairview GA,"-85.2940,34.9296"
Country Club Estates GA,"-81.4622,31.2113"
Hogansville GA,"-84.9027,33.1674"
Dahlonega GA,"-83.9796,34.5302"
Resaca GA,"-84.9439,34.5789"
Dooling GA,"-83.9289,32.2300"
Dexter GA,"-83.0595,32.4331"
Knoxville GA,"-83.9960,32.7232"
Panthersville GA,"-84.2764,33.7059"
Between GA,"-83.8042,33.8178"
Forest Park GA,"-84.3590,33.6209"
Clayton GA,"-83.4027,34.8775"
Marietta GA,"-84.5422,33.9532"
Pelham GA,"-84.1514,31.1267"
Comer GA,"-83.1263,34.0625"
Eagle Grove GA,"-83.0043,34.2919"
LaGrange GA,"-85.0384,33.0274"
Oliver GA,"-81.5331,32.5214"
Cherry Log GA,"-84.3839,34.7864"
Conyers GA,"-83.9967,33.6645"
Putney GA,"-84.1010,31.4756"
Blairsville GA,"-83.9548,34.8761"
Tiger GA,"-83.4330,34.8458"
Ivey GA,"-83.2983,32.9092"
Buckhead GA,"-83.3622,33.5685"
Hiram GA,"-84.7710,33.8771"
Canon GA,"-83.1107,34.3455"
Centerville GA,"-83.6854,32.6341"
Oakwood GA,"-83.8847,34.2233"
Woodland GA,"-84.5606,32.7877"
Thunderbolt GA,"-81.0480,32.0339"
Candler-McAfee GA,"-84.2723,33.7267"
Indian Springs GA,"-85.1592,34.9606"
Woodbine GA,"-81.7175,30.9595"
Hiawassee GA,"-83.7530,34.9494"
Buena Vista GA,"-84.5177,32.3188"
Oxford GA,"-83.8721,33.6277"
Harrison GA,"-82.7258,32.8263"
Mineral Bluff GA,"-84.2776,34.9140"
Milledgeville GA,"-83.2414,33.0874"
Mount Zion GA,"-85.1801,33.6409"
Carrollton GA,"-85.0837,33.5818"
Whitemarsh Island GA,"-81.0109,32.0304"
Rebecca GA,"-83.4875,31.8072"
Alpharetta GA,"-84.2738,34.0703"
Jenkinsburg GA,"-84.0388,33.3225"
Yatesville GA,"-84.1423,32.9133"
Carl GA,"-83.8128,34.0046"
Skidaway Island GA,"-81.0449,31.9372"
Glenwood GA,"-82.6709,32.1805"
Mount Airy GA,"-83.4976,34.5221"
Avondale Estates GA,"-84.2648,33.7699"
Andersonville GA,"-84.1454,32.1965"
Dudley GA,"-83.0805,32.5321"
Dock Junction GA,"-81.5156,31.2031"
Chattanooga Valley GA,"-85.3431,34.9241"
Baxley GA,"-82.3508,31.7642"
Howard GA,"-84.3786,32.5982"
Lakeview GA,"-85.2539,34.9777"
Jasper GA,"-84.4496,34.4709"
Remerton GA,"-83.3085,30.8441"
Warwick GA,"-83.9206,31.8298"
Snellville GA,"-84.0038,33.8561"
Crawford GA,"-83.1552,33.8830"
Euharlee GA,"-84.9327,34.1441"
Arabi GA,"-83.7302,31.8282"
Salem GA,"-84.1933,32.7588"
Bishop GA,"-83.4372,33.8171"
Bremen GA,"-85.1498,33.7086"
Robins AFB GA,"-83.5846,32.6092"
Hazlehurst GA,"-82.5994,31.8651"
Bowersville GA,"-83.0838,34.3730"
